cav_rate,model,scenario,total_vehicles,avg_travel_time,avg_delay,lc_cnt,collisions,max_queue,jerk_p95,jerk_comfort_violation_rate,delay_gini
50,Rule-Based,Rule-Based_2000pcu_h,3,118.2,-0.35,45,2,41,6.2841,0.0861,0.0
50,Rule-Based,Rule-Based_2800pcu_h,2,109.2,-0.27,0,4,90,9.0884,0.0934,0.0
50,Rule-Based,Rule-Based_2800pcu_h,2,109.2,-0.28,108,4,48,8.7145,0.0926,0.0
50,Rule-Based,Rule-Based_2800pcu_h,2,109.2,-0.28,109,4,49,8.3452,0.0834,0.0
50,Rule-Based,Rule-Based_3600pcu_h,2,109.2,-0.28,149,4,63,10.8939,0.1063,0.0
50,Rule-Based,Rule-Based_3600pcu_h,2,109.2,-0.28,143,4,63,9.6907,0.106,0.0
50,Rule-Based,Rule-Based_3600pcu_h,2,109.2,-0.28,168,4,63,9.4445,0.1062,0.0
50,No-V2X,No-V2X_1200pcu_h,79,128.91,6.32,16,0,13,0.0,0.0,0.6145
50,No-V2X,No-V2X_1200pcu_h,77,128.59,7.4,13,0,14,0.0,0.0,0.6062
50,No-V2X,No-V2X_1200pcu_h,74,129.81,8.06,16,0,13,0.0,0.0,0.7199
50,No-V2X,No-V2X_2000pcu_h,127,138.99,17.36,28,0,19,0.0,0.0,0.5372
50,No-V2X,No-V2X_2000pcu_h,124,134.18,13.18,28,0,21,0.0,0.0,0.5647
50,No-V2X,No-V2X_2000pcu_h,121,136.74,14.55,24,0,19,0.0,0.0,0.5499
50,No-V2X,No-V2X_2800pcu_h,159,141.85,20.47,43,0,30,0.0,0.0,0.5642
50,No-V2X,No-V2X_2800pcu_h,168,140.68,19.49,36,0,28,0.0,0.0,0.4837
50,No-V2X,No-V2X_2800pcu_h,162,144.24,23.23,34,0,31,0.0,0.0,0.5037
50,No-V2X,No-V2X_3600pcu_h,214,146.51,24.88,66,2,41,0.0,0.0,0.4137
50,No-V2X,No-V2X_3600pcu_h,213,145.94,25.01,54,2,41,0.0,0.0,0.5025
50,No-V2X,No-V2X_3600pcu_h,214,147.09,25.82,50,0,40,0.0,0.0,0.4691
50,DRL (PPO),DRL_PPO_1200pcu_h,79,129.52,6.93,19,0,12,0.0,0.0,0.6079
50,DRL (PPO),DRL_PPO_1200pcu_h,77,127.5,6.31,14,0,12,0.0,0.0,0.6117
50,DRL (PPO),DRL_PPO_1200pcu_h,75,132.01,10.49,17,0,12,0.0,0.0,0.6756
50,DRL (PPO),DRL_PPO_2000pcu_h,127,137.81,16.27,16,0,19,0.0,0.0,0.4719
50,DRL (PPO),DRL_PPO_2000pcu_h,128,131.39,10.24,24,0,20,0.0,0.0,0.5241
50,DRL (PPO),DRL_PPO_2000pcu_h,115,138.65,16.83,18,0,21,0.0,0.0,0.5303
50,DRL (PPO),DRL_PPO_2800pcu_h,165,142.71,21.53,31,0,31,0.0,0.0,0.5546
50,DRL (PPO),DRL_PPO_2800pcu_h,164,140.54,19.51,30,0,31,0.0,0.0,0.4417
50,DRL (PPO),DRL_PPO_2800pcu_h,157,145.15,24.01,29,0,33,0.0,0.0,0.4765
